customerID,gender,SeniorCitizen,Partner,Dependents,tenure,InternetService,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01708,Female,1,No,Yes,52,No,No internet service,Two year,Yes,Bank transfer (automatic),36.72,1800.36,No
CUST-01709,Male,0,Yes,No,10,DSL,Yes,Month-to-month,Yes,Mailed check,49.2,497.69,No
CUST-01710,Male,0,No,No,26,DSL,Yes,Two year,No,Bank transfer (automatic),27.79,918.84,No
CUST-01711,Male,0,Yes,No,36,No,No internet service,One year,No,Bank transfer (automatic),19.47,664.41,No
CUST-01712,Male,0,Yes,No,54,Fiber optic,No,Month-to-month,No,Electronic check,71.78,3860.82,Yes
CUST-01713,Female,0,No,Yes,30,Fiber optic,Yes,Two year,No,Bank transfer (automatic),72.27,2006.05,No
CUST-01714,Female,0,Yes,No,62,Fiber optic,Yes,Month-to-month,Yes,Mailed check,71.63,4515.84,No
CUST-01715,Female,0,Yes,Yes,35,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),76.96,2604.73,No
CUST-01716,Female,0,No,No,24,DSL,No,Two year,Yes,Electronic check,18.0,245.45,No
CUST-01717,Female,0,No,No,24,DSL,No,Two year,Yes,Mailed check,54.23,1187.09,No
CUST-01718,Male,0,Yes,Yes,58,No,No internet service,One year,Yes,Credit card (automatic),18.0,1069.01,No
CUST-01719,Male,0,No,No,48,Fiber optic,Yes,Two year,Yes,Credit card (automatic),67.61,3055.67,No
CUST-01720,Female,1,No,Yes,9,Fiber optic,No,Month-to-month,No,Credit card (automatic),93.53,675.47,Yes
CUST-01721,Male,0,No,Yes,54,No,No internet service,Month-to-month,No,Bank transfer (automatic),32.92,1844.79,Yes
CUST-01722,Female,0,Yes,No,30,DSL,No,Month-to-month,No,Electronic check,50.43,1504.21,No
CUST-01723,Female,0,Yes,No,25,No,No internet service,Month-to-month,Yes,Mailed check,21.57,429.57,No
CUST-01724,Female,0,No,No,7,Fiber optic,No,One year,Yes,Electronic check,80.11,522.22,No
CUST-01725,Female,0,No,No,72,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.3,2030.18,No
CUST-01726,Female,0,Yes,Yes,3,DSL,No,One year,Yes,Electronic check,64.36,346.89,No
CUST-01727,Female,0,No,No,72,DSL,Yes,Month-to-month,Yes,Credit card (automatic),36.96,2648.23,No
CUST-01728,Female,1,Yes,No,4,Fiber optic,No,Month-to-month,Yes,Electronic check,59.04,334.1,Yes
CUST-01729,Male,1,No,Yes,36,No,No internet service,One year,No,Electronic check,18.0,662.52,No
CUST-01730,Male,0,No,No,7,No,No internet service,Month-to-month,Yes,Credit card (automatic),23.54,0.0,No
CUST-01731,Female,0,No,No,35,Fiber optic,Yes,One year,No,Electronic check,67.03,2111.67,Yes
CUST-01732,Female,0,No,Yes,61,Fiber optic,No,One year,Yes,Electronic check,66.02,3918.1,No
CUST-01733,Female,1,Yes,No,43,DSL,Yes,One year,Yes,Mailed check,42.64,1644.43,No
CUST-01734,Female,0,No,No,39,Fiber optic,Yes,Two year,No,Credit card (automatic),60.65,2397.94,No
CUST-01735,Female,0,Yes,Yes,8,No,No internet service,Two year,Yes,Electronic check,24.16,127.29,No
CUST-01736,Female,0,No,No,69,Fiber optic,No,Month-to-month,Yes,Mailed check,72.47,5051.47,No
CUST-01737,Female,0,No,Yes,27,DSL,Yes,One year,No,Electronic check,46.11,1297.85,No
CUST-01738,Male,0,Yes,Yes,39,No,No internet service,Month-to-month,Yes,Mailed check,27.63,1160.37,No
CUST-01739,Male,0,Yes,No,65,DSL,Yes,Month-to-month,Yes,Electronic check,45.28,2831.53,No
CUST-01740,Male,0,Yes,No,45,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),81.33,3721.73,No
CUST-01741,Male,0,Yes,Yes,53,Fiber optic,No,One year,No,Mailed check,69.12,3548.7,No
CUST-01742,Female,0,Yes,No,13,Fiber optic,No,Two year,No,Credit card (automatic),70.02,995.62,No
CUST-01743,Male,1,No,No,33,Fiber optic,No,One year,No,Bank transfer (automatic),74.44,2603.24,No
CUST-01744,Male,0,No,No,39,Fiber optic,No,One year,No,Bank transfer (automatic),80.65,3232.13,Yes
CUST-01745,Male,0,No,No,12,DSL,No,One year,Yes,Mailed check,32.14,364.43,No
CUST-01746,Female,0,No,No,28,DSL,No,Month-to-month,Yes,Electronic check,31.93,962.05,No
CUST-01747,Female,0,No,No,60,Fiber optic,No,Month-to-month,No,Electronic check,68.11,3902.61,Yes
CUST-01748,Male,0,Yes,No,67,Fiber optic,No,Month-to-month,Yes,Mailed check,57.63,3650.17,Yes
CUST-01749,Female,0,No,No,60,Fiber optic,Yes,One year,No,Electronic check,71.01,4316.62,No
CUST-01750,Female,1,No,No,68,Fiber optic,Yes,Month-to-month,No,Electronic check,64.65,4553.13,No
CUST-01751,Female,0,No,No,72,DSL,No,Month-to-month,No,Mailed check,55.09,3818.71,No
CUST-01752,Female,0,No,Yes,14,Fiber optic,No,Month-to-month,Yes,Electronic check,81.58,1143.94,Yes
CUST-01753,Female,0,No,Yes,62,Fiber optic,Yes,One year,Yes,Electronic check,66.06,4148.38,Yes
CUST-01754,Male,0,No,No,45,Fiber optic,No,Month-to-month,No,Mailed check,76.74,3379.55,No
CUST-01755,Female,0,No,No,62,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),71.5,4392.27,No
CUST-01756,Male,0,Yes,No,46,DSL,No,Month-to-month,Yes,Electronic check,40.19,1922.33,No
CUST-01757,Male,0,No,No,9,DSL,Yes,Month-to-month,Yes,Credit card (automatic),44.86,416.72,No
CUST-01758,Female,0,Yes,Yes,41,DSL,No,Month-to-month,Yes,Electronic check,48.24,1991.35,Yes
CUST-01759,Female,0,Yes,Yes,55,Fiber optic,No,Two year,No,Credit card (automatic),62.52,3320.72,No
CUST-01760,Female,0,No,No,9,DSL,Yes,Month-to-month,No,Mailed check,43.51,387.85,Yes
CUST-01761,Male,1,Yes,No,36,DSL,No,Month-to-month,Yes,Mailed check,36.68,1272.73,No
CUST-01762,Male,0,No,No,47,No,No internet service,One year,Yes,Bank transfer (automatic),23.88,1081.03,No
CUST-01763,Male,1,Yes,Yes,33,Fiber optic,No,One year,Yes,Mailed check,44.29,1396.6,Yes
CUST-01764,Female,1,No,No,58,Fiber optic,No,Month-to-month,Yes,Mailed check,73.89,4282.35,Yes
CUST-01765,Female,1,Yes,No,9,Fiber optic,Yes,Month-to-month,No,Mailed check,81.29,627.42,No
CUST-01766,Female,0,No,Yes,25,DSL,No,Two year,No,Credit card (automatic),55.76,1395.45,No
CUST-01767,Female,0,Yes,Yes,69,DSL,No,Two year,Yes,Credit card (automatic),62.15,4244.55,No
CUST-01768,Male,0,Yes,No,37,No,No internet service,Month-to-month,No,Mailed check,29.21,968.92,No
CUST-01769,Male,0,Yes,No,13,Fiber optic,No,One year,Yes,Credit card (automatic),66.68,633.01,Yes
CUST-01770,Male,0,No,No,8,Fiber optic,No,Month-to-month,Yes,Electronic check,93.46,861.38,Yes
CUST-01771,Male,0,No,No,43,No,No internet service,Month-to-month,No,Mailed check,18.0,863.56,No
CUST-01772,Male,1,No,No,67,DSL,Yes,Month-to-month,Yes,Mailed check,38.04,2452.1,No
CUST-01773,Male,0,Yes,Yes,3,Fiber optic,Yes,One year,Yes,Electronic check,83.33,331.79,Yes
CUST-01774,Male,0,No,No,7,DSL,Yes,Month-to-month,No,Credit card (automatic),52.04,241.31,Yes
CUST-01775,Female,0,Yes,No,27,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),53.89,1418.17,No
CUST-01776,Male,0,No,No,15,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.72,262.17,No
CUST-01777,Male,0,No,No,8,DSL,No,Month-to-month,No,Bank transfer (automatic),47.31,345.17,Yes
CUST-01778,Male,0,Yes,No,21,No,No internet service,Month-to-month,Yes,Mailed check,18.0,455.54,Yes
CUST-01779,Male,1,No,Yes,46,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),64.88,2936.26,No
CUST-01780,Female,0,No,No,60,Fiber optic,No,One year,Yes,Electronic check,84.13,5007.04,No
CUST-01781,Male,0,Yes,No,22,DSL,Yes,Month-to-month,No,Credit card (automatic),64.07,1498.73,Yes
CUST-01782,Male,0,Yes,Yes,51,Fiber optic,Yes,Month-to-month,Yes,Electronic check,78.55,4013.45,No
CUST-01783,Male,0,Yes,No,60,Fiber optic,No,One year,No,Credit card (automatic),69.68,4109.79,No
CUST-01784,Female,0,Yes,No,0,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),53.33,28.88,Yes
CUST-01785,Female,0,Yes,Yes,62,Fiber optic,Yes,Month-to-month,No,Electronic check,64.13,4095.18,No
CUST-01786,Male,0,No,No,13,DSL,No,Two year,No,Electronic check,24.13,440.4,No
CUST-01787,Male,0,Yes,No,50,No,No internet service,One year,No,Mailed check,18.0,741.04,No
CUST-01788,Male,0,No,No,54,DSL,Yes,Month-to-month,No,Electronic check,44.46,2247.89,No
CUST-01789,Male,0,No,No,61,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),84.09,5249.38,No
CUST-01790,Female,0,No,No,29,Fiber optic,No,Month-to-month,Yes,Electronic check,64.37,1832.23,Yes
CUST-01791,Female,1,No,No,48,Fiber optic,No,Month-to-month,Yes,Mailed check,85.21,3826.08,No
CUST-01792,Female,0,Yes,No,1,No,No internet service,Two year,Yes,Electronic check,26.4,0.0,No
CUST-01793,Male,1,Yes,Yes,32,No,No internet service,One year,Yes,Electronic check,31.98,970.67,No
CUST-01794,Male,0,Yes,No,70,DSL,No,Month-to-month,No,Electronic check,40.1,2769.49,No
CUST-01795,Male,0,No,Yes,11,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),75.58,923.17,Yes
CUST-01796,Male,0,No,No,11,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),63.94,591.84,Yes
CUST-01797,Female,0,Yes,No,51,DSL,No,Month-to-month,No,Credit card (automatic),45.17,2415.93,No
CUST-01798,Male,1,Yes,No,37,Fiber optic,No,Month-to-month,Yes,Mailed check,59.08,2220.18,Yes
CUST-01799,Male,0,No,No,33,DSL,Yes,Month-to-month,Yes,Electronic check,52.42,1575.48,No
CUST-01800,Female,1,Yes,No,18,No,No internet service,Two year,Yes,Electronic check,18.0,285.66,No
CUST-01801,Male,1,No,No,12,Fiber optic,Yes,One year,Yes,Mailed check,79.44,1012.64,No
CUST-01802,Male,0,Yes,Yes,53,Fiber optic,No,Two year,Yes,Electronic check,59.34,3149.77,No
CUST-01803,Male,0,Yes,No,26,Fiber optic,Yes,Two year,Yes,Electronic check,60.91,1629.14,No
CUST-01804,Male,0,Yes,Yes,56,No,No internet service,Two year,No,Bank transfer (automatic),18.0,937.51,No
CUST-01805,Male,0,Yes,No,32,Fiber optic,Yes,Two year,Yes,Electronic check,80.42,2640.01,No
CUST-01806,Male,0,Yes,No,28,No,No internet service,Month-to-month,Yes,Mailed check,18.0,456.18,No
CUST-01807,Male,0,No,No,16,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.79,686.18,Yes
CUST-01808,Male,1,Yes,Yes,48,DSL,No,Month-to-month,Yes,Bank transfer (automatic),45.62,2031.43,No
CUST-01809,Male,0,No,No,20,DSL,Yes,One year,Yes,Mailed check,25.11,825.95,No
CUST-01810,Female,0,Yes,No,66,DSL,No,One year,No,Bank transfer (automatic),53.51,3417.52,No
CUST-01811,Male,0,Yes,No,29,Fiber optic,No,Month-to-month,No,Mailed check,75.73,2348.72,No
CUST-01812,Female,0,Yes,No,59,Fiber optic,No,Two year,Yes,Electronic check,85.95,5170.34,No
CUST-01813,Female,1,Yes,No,34,DSL,No,One year,No,Electronic check,46.32,1465.73,No
CUST-01814,Male,0,Yes,Yes,30,No,No internet service,One year,No,Electronic check,18.0,611.94,No
CUST-01815,Female,1,Yes,No,33,DSL,No,Month-to-month,Yes,Mailed check,42.94,1357.52,Yes
CUST-01816,Male,0,No,No,32,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),66.29,2154.26,No
CUST-01817,Male,1,No,Yes,34,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),92.83,3173.96,No
CUST-01818,Male,0,No,No,64,Fiber optic,No,Month-to-month,Yes,Electronic check,64.51,4086.72,No
CUST-01819,Male,1,Yes,No,51,DSL,No,One year,Yes,Electronic check,37.36,1853.47,No
CUST-01820,Male,0,No,No,2,Fiber optic,No,Month-to-month,No,Electronic check,85.02,210.94,Yes
CUST-01821,Male,0,No,No,4,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),65.29,152.7,Yes
CUST-01822,Female,0,Yes,No,1,DSL,No,Month-to-month,Yes,Electronic check,41.85,0.0,Yes
CUST-01823,Male,0,Yes,No,50,Fiber optic,No,One year,No,Mailed check,76.91,3960.1,No
CUST-01824,Female,0,No,No,15,Fiber optic,No,Month-to-month,No,Electronic check,56.7,901.91,Yes
CUST-01825,Female,0,No,No,28,Fiber optic,Yes,Two year,No,Credit card (automatic),55.7,1402.8,Yes
CUST-01826,Female,0,Yes,No,60,Fiber optic,No,Month-to-month,Yes,Mailed check,63.18,3670.41,No
CUST-01827,Male,0,Yes,No,9,Fiber optic,No,Two year,Yes,Electronic check,59.28,277.14,Yes
CUST-01828,Female,0,No,No,11,No,No internet service,Month-to-month,No,Mailed check,32.62,467.98,No
CUST-01829,Female,0,Yes,Yes,5,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),61.36,389.43,Yes
CUST-01830,Female,0,No,Yes,20,DSL,Yes,Two year,No,Mailed check,61.39,1097.15,No
CUST-01831,Male,0,No,No,6,Fiber optic,No,One year,Yes,Credit card (automatic),61.73,448.34,Yes
CUST-01832,Female,0,No,No,45,DSL,No,One year,No,Credit card (automatic),35.17,1820.91,No
CUST-01833,Female,0,No,No,53,No,No internet service,One year,Yes,Mailed check,18.0,769.28,No
CUST-01834,Male,0,Yes,No,13,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),75.58,908.73,Yes
CUST-01835,Male,1,No,No,38,DSL,No,One year,No,Credit card (automatic),29.22,923.02,No
CUST-01836,Male,0,No,No,22,Fiber optic,Yes,Month-to-month,Yes,Mailed check,73.96,1740.95,No
CUST-01837,Female,0,No,No,5,DSL,No,One year,No,Bank transfer (automatic),35.79,167.42,No
CUST-01838,Male,0,Yes,No,34,No,No internet service,Two year,Yes,Mailed check,33.01,1074.57,No
CUST-01839,Male,0,Yes,Yes,50,No,No internet service,Two year,No,Mailed check,34.03,1728.79,No
CUST-01840,Female,0,Yes,No,16,Fiber optic,No,One year,Yes,Mailed check,46.56,678.13,Yes
CUST-01841,Male,0,Yes,Yes,57,Fiber optic,Yes,One year,Yes,Credit card (automatic),70.59,3975.43,No
CUST-01842,Male,0,No,No,72,Fiber optic,No,Month-to-month,No,Credit card (automatic),73.48,5323.53,No
CUST-01843,Female,0,No,No,4,Fiber optic,No,Month-to-month,No,Electronic check,74.62,225.27,Yes
CUST-01844,Female,0,No,No,11,DSL,No,Two year,No,Bank transfer (automatic),59.41,597.23,Yes
CUST-01845,Female,0,No,No,21,No,No internet service,One year,Yes,Bank transfer (automatic),18.87,377.49,No
CUST-01846,Female,1,Yes,No,62,DSL,No,Month-to-month,No,Credit card (automatic),40.99,2552.34,No
CUST-01847,Male,1,Yes,Yes,10,DSL,No,One year,Yes,Mailed check,41.9,491.2,No
CUST-01848,Female,1,Yes,No,34,DSL,No,Month-to-month,Yes,Electronic check,20.79,776.85,No
CUST-01849,Female,1,Yes,Yes,39,No,No internet service,Two year,Yes,Electronic check,18.0,522.05,No
CUST-01850,Male,0,Yes,No,9,No,No internet service,Two year,Yes,Electronic check,18.0,330.95,No
CUST-01851,Male,0,Yes,No,3,DSL,Yes,Month-to-month,Yes,Electronic check,50.31,158.02,No
CUST-01852,Male,0,Yes,No,8,DSL,No,Month-to-month,Yes,Electronic check,38.94,271.72,No
CUST-01853,Male,0,No,No,4,No,No internet service,One year,Yes,Electronic check,21.37,0.0,Yes
CUST-01854,Male,0,Yes,No,36,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),57.5,2308.7,Yes
CUST-01855,Male,1,Yes,No,68,No,No internet service,Two year,Yes,Mailed check,18.0,1507.18,No
CUST-01856,Female,0,Yes,Yes,25,No,No internet service,Month-to-month,No,Mailed check,18.0,673.94,No
CUST-01857,Male,0,No,No,18,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),71.39,1299.59,No
CUST-01858,Female,0,No,No,17,DSL,No,Month-to-month,Yes,Electronic check,37.87,685.08,Yes
CUST-01859,Female,0,Yes,No,71,Fiber optic,No,One year,No,Bank transfer (automatic),91.67,6687.49,No
CUST-01860,Female,0,Yes,No,70,No,No internet service,One year,Yes,Credit card (automatic),19.43,1331.21,No
CUST-01861,Female,0,No,Yes,47,Fiber optic,No,Two year,Yes,Mailed check,75.56,3616.28,No
CUST-01862,Male,0,No,Yes,33,No,No internet service,Two year,No,Mailed check,31.71,1073.7,No
CUST-01863,Female,0,No,No,11,Fiber optic,No,One year,No,Electronic check,72.22,1024.67,Yes
CUST-01864,Male,1,No,Yes,67,No,No internet service,Month-to-month,Yes,Mailed check,42.13,2995.07,No
CUST-01865,Female,0,No,No,0,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),74.34,0.0,Yes
CUST-01866,Male,0,No,No,11,DSL,No,Two year,No,Mailed check,61.37,858.08,Yes
CUST-01867,Male,0,Yes,No,49,Fiber optic,No,Month-to-month,Yes,Mailed check,61.62,3018.92,No
CUST-01868,Female,0,No,No,13,DSL,No,Two year,Yes,Mailed check,46.54,539.53,Yes
CUST-01869,Male,0,Yes,No,7,Fiber optic,No,Two year,No,Electronic check,63.33,409.07,No
CUST-01870,Female,1,No,No,43,No,No internet service,One year,No,Electronic check,18.0,791.69,No
CUST-01871,Male,0,Yes,No,1,DSL,No,One year,No,Mailed check,62.23,0.0,No
CUST-01872,Male,0,Yes,No,19,No,No internet service,Two year,No,Electronic check,18.0,279.89,No
CUST-01873,Female,0,No,No,46,DSL,No,One year,Yes,Bank transfer (automatic),45.8,1933.59,No
CUST-01874,Female,1,No,No,13,Fiber optic,No,One year,Yes,Credit card (automatic),67.69,781.27,Yes
CUST-01875,Male,0,Yes,No,55,No,No internet service,Month-to-month,No,Bank transfer (automatic),19.78,1116.05,No
CUST-01876,Male,0,No,No,6,Fiber optic,No,Month-to-month,No,Electronic check,74.97,574.88,Yes
CUST-01877,Male,1,Yes,Yes,44,No,No internet service,Month-to-month,Yes,Mailed check,18.0,901.68,No
CUST-01878,Female,0,Yes,Yes,5,No,No internet service,Two year,No,Bank transfer (automatic),21.92,161.18,No
CUST-01879,Female,0,No,No,53,Fiber optic,No,One year,Yes,Bank transfer (automatic),55.74,2770.71,No
CUST-01880,Male,0,Yes,No,54,Fiber optic,No,One year,Yes,Credit card (automatic),65.98,3459.6,No
CUST-01881,Male,0,Yes,Yes,58,DSL,No,Month-to-month,No,Mailed check,56.91,3277.09,No
CUST-01882,Male,1,No,Yes,20,Fiber optic,No,Two year,Yes,Electronic check,72.17,1558.94,No
CUST-01883,Male,0,Yes,No,17,DSL,Yes,Month-to-month,Yes,Mailed check,44.23,685.09,No
CUST-01884,Female,0,Yes,No,71,No,No internet service,One year,Yes,Credit card (automatic),22.5,1451.13,No
CUST-01885,Female,0,Yes,No,53,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),76.06,4204.97,No
CUST-01886,Male,0,No,Yes,13,Fiber optic,No,Two year,No,Credit card (automatic),50.58,569.35,No
CUST-01887,Female,0,Yes,No,2,No,No internet service,One year,Yes,Bank transfer (automatic),18.0,0.0,No
CUST-01888,Male,0,Yes,No,25,DSL,Yes,Month-to-month,Yes,Credit card (automatic),53.22,1357.78,No
CUST-01889,Male,0,No,No,48,No,No internet service,Month-to-month,No,Mailed check,18.0,857.99,No
CUST-01890,Male,0,Yes,No,27,DSL,Yes,Month-to-month,No,Credit card (automatic),47.09,1211.41,No
CUST-01891,Male,0,Yes,No,58,DSL,No,Month-to-month,No,Credit card (automatic),49.68,2881.48,No
CUST-01892,Male,0,No,No,36,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),107.72,3766.81,Yes
CUST-01893,Female,0,No,No,72,DSL,No,Month-to-month,No,Credit card (automatic),48.63,3439.97,No
CUST-01894,Female,0,Yes,No,63,Fiber optic,No,Month-to-month,No,Mailed check,88.25,5555.41,No
CUST-01895,Male,0,No,No,34,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),58.04,1729.06,No
CUST-01896,Female,0,No,No,60,No,No internet service,One year,Yes,Mailed check,37.26,2350.21,No
CUST-01897,Female,0,Yes,No,32,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),33.65,912.05,No
CUST-01898,Female,0,No,No,0,DSL,Yes,Month-to-month,No,Bank transfer (automatic),45.61,0.0,No
CUST-01899,Female,0,No,Yes,22,DSL,Yes,Two year,No,Bank transfer (automatic),54.98,1329.58,No
CUST-01900,Male,1,No,Yes,29,Fiber optic,No,Month-to-month,No,Mailed check,50.53,1533.69,No
CUST-01901,Female,0,No,No,71,DSL,Yes,One year,No,Credit card (automatic),41.7,2971.18,No
CUST-01902,Female,0,No,No,60,DSL,Yes,Two year,No,Credit card (automatic),49.5,2765.02,No
CUST-01903,Female,0,No,No,10,No,No internet service,One year,Yes,Bank transfer (automatic),18.0,107.32,No
CUST-01904,Male,0,No,Yes,0,No,No internet service,Month-to-month,Yes,Mailed check,25.82,0.0,No
CUST-01905,Male,0,No,No,38,No,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,666.78,No
CUST-01906,Male,0,No,Yes,38,DSL,No,Two year,Yes,Bank transfer (automatic),51.47,2092.83,No
CUST-01907,Male,0,No,No,53,Fiber optic,No,Two year,No,Mailed check,65.87,3730.43,No
CUST-01908,Male,0,No,No,18,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),47.4,926.98,No
CUST-01909,Male,1,Yes,No,59,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),64.74,3755.53,No
CUST-01910,Female,0,Yes,No,30,Fiber optic,Yes,Two year,No,Bank transfer (automatic),80.99,2575.43,No
CUST-01911,Male,0,No,Yes,24,No,No internet service,One year,Yes,Electronic check,35.68,785.57,No
CUST-01912,Female,1,Yes,No,30,Fiber optic,Yes,Month-to-month,Yes,Electronic check,69.52,1770.76,No
CUST-01913,Male,1,No,No,68,DSL,Yes,Month-to-month,Yes,Credit card (automatic),33.78,2147.1,No
CUST-01914,Female,0,No,No,28,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),64.13,1511.01,No
CUST-01915,Male,0,No,Yes,40,No,No internet service,Month-to-month,No,Mailed check,25.27,964.74,No
CUST-01916,Female,0,Yes,No,65,DSL,Yes,One year,Yes,Credit card (automatic),40.52,2612.41,No
CUST-01917,Male,0,No,Yes,1,No,No internet service,Month-to-month,Yes,Mailed check,21.88,0.0,Yes
CUST-01918,Male,0,Yes,Yes,39,DSL,Yes,Month-to-month,Yes,Electronic check,48.94,1806.17,No
CUST-01919,Male,0,No,Yes,51,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),56.7,2720.54,No
CUST-01920,Female,0,Yes,Yes,65,No,No internet service,Two year,Yes,Electronic check,22.58,1452.46,No
CUST-01921,Male,0,No,Yes,4,DSL,No,Two year,Yes,Electronic check,29.6,15.98,Yes
CUST-01922,Female,0,No,No,53,Fiber optic,Yes,Two year,No,Credit card (automatic),74.79,4085.06,No
CUST-01923,Female,0,No,Yes,58,DSL,No,Two year,Yes,Mailed check,45.96,2686.04,No
CUST-01924,Male,0,No,No,25,Fiber optic,No,Two year,No,Electronic check,59.81,1687.82,Yes
CUST-01925,Male,0,Yes,No,54,Fiber optic,No,Month-to-month,No,Mailed check,69.52,3699.51,No
CUST-01926,Male,1,Yes,No,36,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.3,916.12,No
CUST-01927,Male,0,Yes,No,48,No,No internet service,One year,Yes,Bank transfer (automatic),24.86,1193.58,No
CUST-01928,Male,0,No,No,28,Fiber optic,No,One year,No,Mailed check,76.83,2087.82,No
CUST-01929,Male,0,No,Yes,12,Fiber optic,Yes,Month-to-month,Yes,Mailed check,72.21,1155.57,Yes
CUST-01930,Female,0,Yes,No,60,DSL,No,Two year,No,Mailed check,61.64,3478.98,No
CUST-01931,Male,0,Yes,No,15,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),76.21,1076.83,No
CUST-01932,Male,0,Yes,No,13,Fiber optic,No,Two year,Yes,Credit card (automatic),71.42,728.65,No
CUST-01933,Female,0,No,No,64,DSL,No,One year,No,Mailed check,49.29,2933.97,No
CUST-01934,Female,0,Yes,No,68,No,No internet service,Month-to-month,No,Credit card (automatic),18.0,975.94,No
CUST-01935,Male,0,Yes,No,44,DSL,No,Two year,Yes,Credit card (automatic),60.95,2755.81,No
CUST-01936,Male,0,Yes,No,42,DSL,Yes,One year,No,Electronic check,37.77,1426.85,No
CUST-01937,Male,0,Yes,No,26,No,No internet service,One year,Yes,Electronic check,31.74,794.67,Yes
CUST-01938,Female,1,Yes,No,44,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),75.22,3416.71,No
CUST-01939,Female,0,Yes,No,44,Fiber optic,No,Month-to-month,No,Credit card (automatic),72.33,3238.12,Yes
CUST-01940,Male,0,No,No,37,DSL,Yes,Month-to-month,Yes,Electronic check,41.6,1588.87,Yes
CUST-01941,Male,0,No,No,47,Fiber optic,Yes,Month-to-month,Yes,Electronic check,62.59,3087.39,Yes
CUST-01942,Male,0,Yes,No,40,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),76.96,3271.53,No
CUST-01943,Female,0,No,Yes,64,DSL,Yes,Month-to-month,No,Credit card (automatic),53.52,3275.07,No
CUST-01944,Male,0,No,Yes,48,Fiber optic,No,Month-to-month,Yes,Electronic check,56.47,2768.54,Yes
CUST-01945,Male,0,No,No,28,DSL,No,Month-to-month,No,Mailed check,54.22,1485.49,No
CUST-01946,Male,0,No,Yes,47,DSL,No,Month-to-month,No,Electronic check,49.74,2320.18,No
CUST-01947,Male,0,Yes,No,16,DSL,Yes,Month-to-month,No,Credit card (automatic),35.91,393.18,No
CUST-01948,Female,0,No,No,15,DSL,No,Month-to-month,Yes,Bank transfer (automatic),43.36,586.57,Yes
CUST-01949,Male,0,No,No,60,DSL,No,Two year,Yes,Mailed check,55.16,3258.87,No
CUST-01950,Male,0,No,No,42,Fiber optic,No,Two year,No,Credit card (automatic),71.78,3186.39,No
CUST-01951,Female,1,Yes,No,3,Fiber optic,No,Two year,Yes,Mailed check,98.28,156.2,No
CUST-01952,Female,0,Yes,No,25,DSL,No,Month-to-month,Yes,Credit card (automatic),54.63,1079.5,No
CUST-01953,Male,0,Yes,Yes,71,Fiber optic,No,One year,Yes,Electronic check,75.31,5346.28,No
CUST-01954,Male,0,No,No,46,DSL,No,Month-to-month,No,Electronic check,52.9,2282.59,Yes
CUST-01955,Female,0,No,Yes,63,Fiber optic,No,One year,No,Mailed check,74.73,4691.24,No
CUST-01956,Male,0,Yes,No,39,No,No internet service,Two year,Yes,Electronic check,20.42,875.67,No
CUST-01957,Female,0,No,No,3,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),80.58,229.76,Yes
CUST-01958,Female,0,Yes,No,13,Fiber optic,Yes,Two year,No,Mailed check,81.22,1004.11,Yes
CUST-01959,Female,0,Yes,No,6,DSL,Yes,One year,Yes,Electronic check,50.52,284.33,No
CUST-01960,Male,0,No,No,53,DSL,No,Month-to-month,No,Bank transfer (automatic),42.11,2333.52,No
CUST-01961,Female,1,No,No,55,Fiber optic,No,Month-to-month,Yes,Mailed check,92.52,4950.04,No
